filename,winner,description,postal address,city,country,value
b08_njoftim_per_dhenje_te_kontrates_1 (45).pdf,KUVENDI I KOMUNES SE PRISHTINES,Riparimi dhe rregullimi i ashensorëve,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (346).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Dezinfektimi, dezinsektimi dhe deratizimi i Institucioneve arsimore",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"14 960,00"
b08_njoftim_per_dhenje_te_kontrates (12).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i disa rrugëve me kubza betoni ne Veternik, Kalabri dhe Hajvali",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"325.648,00"
b08_njoftim_per_dhenje_te_kontrates (595).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rigjenerimi i rruges Mehmet Kaqurri (Rruga model) Prishtine,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"371,856.35"
b08_njoftim_per_dhenje_te_kontrates_1 (143).pdf,KUVENDI I KOMUNES SE PRISHTINES,Vazhdimi i rrugës B-Pjesa e dytë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"1 744 583,70"
b08_njoftim_per_dhenje_te_kontrates (829).pdf,KUVENDI I KOMUNES SE PRISHTINES,106 Ndërtimi i rruges lidhese Sofali-Kolovic –Abedin Dino faza II,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"2,499,971.79"
b08_njoftim_per_dhenje_te_kontrates (215).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"28.535,20"
b08_njoftim_per_dhenje_te_kontrates (645).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sherbimi per Organizime dhe manifestime Kulturore të Kryeqytetit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,806.35
b08_njoftim_per_dhenje_te_kontrates_1 (293).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rregullimi dhe montimi i klimave dhe ngrohjes ne objektin e Komunës se re-Arberi,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"14,750.00"
b08_njoftim_per_dhenje_te_kontrates_1 (339).pdf,KUVENDI I KOMUNES SE PRISHTINES,79 Rregullimi i oborreve dhe terreneve sportive-Ritender,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"99,714.00"
b08_njoftim_per_dhenje_te_kontrates (350).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i qendrës kulturore për të rinjë-Biblotekës në lagjen Kodra e trimave,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"424 257,61"
b08_njoftim_per_dhenje_te_kontrates_1 (53).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rregullimi i varrezave të dëshmorëve në Viti të Marecit - Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"420.041,49"
b08_njoftim_per_dhenje_te_kontrates (700).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i qendrës kulturore Llukar,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"148,420.53"
b08_njoftim_per_dhenje_te_kontrates_2 (100).pdf,KUVENDI I KOMUNES SE PRISHTINES,99 Ndërtimi i ishullit urban Arberi-Pallati i Rinisë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"6,589,459.60"
b08_njoftim_per_dhenje_te_kontrates_1 (155).pdf,KUVENDI I KOMUNES SE PRISHTINES,Dezinsektimi Hapsinor i Komunës së Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"743 400,00"
b08_njoftim_per_dhenje_te_kontrates (429).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me material administrativ shendetesore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"28 592,75"
b08_njoftim_per_dhenje_te_kontrates (583).pdf,KUVENDI I KOMUNES SE PRISHTINES,Vlerësimi i objekteve të Komunës së Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"5,000.00"
b08_njoftim_per_dhenje_te_kontrates (612).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sigurimi fizik i objekteve te Komunës se Prishtinës dhe objekteve te QKMF dhe QMU-se,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"397,958.88"
b08_njoftim_per_dhenje_te_kontrates (242).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rregullimi dhe montimi i pompave per furnizim me uje ne ndertesat kolektive,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (757).pdf,KUVENDI I KOMUNES SE PRISHTINES,135 Furnizimi me pompa zhytese per objektin e Birgades se Zjarrefiksave ne Kalabri,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9,984.00"
b08_njoftim_per_dhenje_te_kontrates (53).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (307).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe vendosja e kamerave të sigurisë në kryeqytet,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (6).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me dru për shkolla,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (184).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi I mureve rezistuese ndaj rrëshqitjes se dheut, vërshimeve",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (102).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Pastrimi i Shkollave fillore Gjergj Fishta, Ismail Qemaili , Asim Vokshi , Dardani , Naim Frasheri,",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"193.748,11"
b08_njoftim_per_dhenje_te_kontrates (868).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i objektit te Arhives se Komunes me infrastrukture percjellese,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"7,875.00"
b08_njoftim_per_dhenje_te_kontrates (491).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sherbime per Artistë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"29 950,00"
b08_njoftim_per_dhenje_te_kontrates_1 (93).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i Infrastrukturës Rrugore në Lagjen Pejton,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"497.763,29"
b08_njoftim_per_dhenje_te_kontrates (390).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me barna dhe material shpenzues për nevojat e QKMF dhe QMU,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"87 250,00"
b08_njoftim_per_dhenje_te_kontrates_2 (75).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me fidane dhe lule dekorative shumevjeqare per hapsirat publike dhe parqet,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"6,999.20"
b08_njoftim_per_dhenje_te_kontrates_1 (316).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"44,170.00"
b08_njoftim_per_dhenje_te_kontrates_1 (253).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Asistenca per raste emergjente -ushqim, pije , veshmbatje etj.",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,32.92
b08_njoftim_per_dhenje_te_kontrates (2).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Riparimi, larja, pastrimi i fontanave, krojeve, monumenteve.",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (685).pdf,KUVENDI I KOMUNES SE PRISHTINES,Hartimi i projektit kryesor për ndërtimin e nënkalimit (tunelit) automobilistik në kryqëzim të rrugëve Agim Ramadani dhe Ibrahim Lutfiu Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"184,670.00"
b08_njoftim_per_dhenje_te_kontrates (406).pdf,KUVENDI I KOMUNES SE PRISHTINES,Harta Strategjike e Zhurmës për Zonën Qendër të Qytetit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"37 788,67"
b08_njoftim_per_dhenje_te_kontrates (113).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i parkut ne Mat,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"153.787,24"
b08_njoftim_per_dhenje_te_kontrates (543).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirëmbajtën e ngrohjes qendrore ne Shkollat dhe institucioneve tjera Komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"2 078,53"
b08_njoftim_per_dhenje_te_kontrates_1 (195).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndertimi i rruges Brigada e Lirise ,faza e dyte -Lagja Qelaj Keqekolle",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"87 825,58"
b08_njoftim_per_dhenje_te_kontrates (810).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizimi me pajisje teknologjike (IT, shkencë) për kabinete në IEAA",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"269,334.85"
b08_njoftim_per_dhenje_te_kontrates_3 (22).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Intervenime Infrastrukturore -ndarja zonale në 6 zona,në tërë territorin e Komunës së Prishtinës",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"1,436,832.00"
b08_njoftim_per_dhenje_te_kontrates (797).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sigurimi fizik i objekteve te KPSH-se ne Prishtine - e negociuar,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"33,000.48"
b08_njoftim_per_dhenje_te_kontrates_2 (22).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me perde për Institucionet Arsimore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"17.554,50"
b08_njoftim_per_dhenje_te_kontrates (93).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sigurimi fizik i objekteve të Komunës së Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (328).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i Urave në pjesën perëndimore të Unazës Qendrore” - pune te paparapara,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"149 707,15"
b08_njoftim_per_dhenje_te_kontrates (282).pdf,KUVENDI I KOMUNES SE PRISHTINES,Realizimi I masave te efiçiences se energjise ne ndertesen e banimit ne bashkropnesi,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (778).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sigurimi dhe kontrollimi teknik i automjeteve te Brigades se zjarrëfiksave dhe te tjera te komunes se Prishtines -e negociuar,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"15,686.89"
b08_njoftim_per_dhenje_te_kontrates_1 (204).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe rregullimi i hapësirave publike,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"38 880,92"
b08_njoftim_per_dhenje_te_kontrates (451).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rikonstruimi dhe mirëmbajtja e shkollave,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"8,16"
b08_njoftim_per_dhenje_te_kontrates (847).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i shkollës në lagjen Kalabria - Punë Shtesë dhe të pa parapara - Negociuar,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"100,099.00"
b08_njoftim_per_dhenje_te_kontrates (514).pdf,KUVENDI I KOMUNES SE PRISHTINES,Realizimi i aktiviteteve mjedisore sipas kalendarit mjedisor,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"14 748,01"
b08_njoftim_per_dhenje_te_kontrates (144).pdf,KUVENDI I KOMUNES SE PRISHTINES,"""Ndërtimi i parkut në lagjen Arbëria""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"362.878,72"
b08_njoftim_per_dhenje_te_kontrates (85).pdf,KUVENDI I KOMUNES SE PRISHTINES,"""Furnizimi me qumësht për puntorët e Komunës së Prishtinës""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (781).pdf,KUVENDI I KOMUNES SE PRISHTINES,“Dezinsektimi hapësinor në Komunën e Prishtinës – Negociuar”,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"217,999.98"
b08_njoftim_per_dhenje_te_kontrates_2 (34).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirëmbajtën e ngrohjes qendrore ne Shkollat dhe institucioneve tjera Komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (212).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me mikroçipa për qentë endacak,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"33 700,00"
b08_njoftim_per_dhenje_te_kontrates (294).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i rrugeve ne pjesen urbane me infrastrukture percjellese Gr-2,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"30.999.955,00"
b08_njoftim_per_dhenje_te_kontrates_3 (2).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rregullimi me zhavorr I parkingut për autobusët e trafikut urban ne Matiçan,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"6.350,00"
b08_njoftim_per_dhenje_te_kontrates (447).pdf,KUVENDI I KOMUNES SE PRISHTINES,Aktivitete mjedisore sipas kalendarit mjedisor,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9 980,00"
b08_njoftim_per_dhenje_te_kontrates (152).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i kanalizimit fekal dhe atmosferik mbrapa sheshit Zahir Pajaziti - Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"63.954,00"
b08_njoftim_per_dhenje_te_kontrates (502).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me material higjienik,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"47 798,40"
b08_njoftim_per_dhenje_te_kontrates (851).pdf,KUVENDI I KOMUNES SE PRISHTINES,''76 Ndërtimi i Qendrës për Punë Sociale'',Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"2,898,964.28"
b08_njoftim_per_dhenje_te_kontrates_1 (300).pdf,KUVENDI I KOMUNES SE PRISHTINES,Parku në Kalabri- Faza e I-rë Mobilizimi dhe Demolimi i strukturave të betonit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"80,850.00"
b08_njoftim_per_dhenje_te_kontrates_2 (63).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnzim me libra për biblotekën Hivzi Sulejmani,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"69 798,00"
b08_njoftim_per_dhenje_te_kontrates (386).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnzimi me invertar për kuzhinen e çerdhes në Besi,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"2 230,00"
b08_njoftim_per_dhenje_te_kontrates_1 (85).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi dhe miremabjtja e nyjeve sanitare ne shkolla dhe institucione tjera komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (693).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me paisje rekuizita sportive dhe paisje te tjera për IEAA,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"37,315.00"
b08_njoftim_per_dhenje_te_kontrates (369).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirembajtja e hapsirave publike te rrugeve dhe trotuareve ne viset rurale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (739).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Rikonstruimi, Renovimi dhe Gelqerosja e institucioneve edukative arsimore",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"83,290.00"
b08_njoftim_per_dhenje_te_kontrates_1 (245).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shërbime konsulente multidiciplinare për të përgaditur dizajnin dhe mbikëqyrur ndërtimin e një,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"320,000.00"
b08_njoftim_per_dhenje_te_kontrates (410).pdf,KUVENDI I KOMUNES SE PRISHTINES,Pikat ushqyese për qenët endacak,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"20 695,50"
b08_njoftim_per_dhenje_te_kontrates (806).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"88,710.00"
b08_njoftim_per_dhenje_te_kontrates_1 (183).pdf,KUVENDI I KOMUNES SE PRISHTINES,Kalibrimi i paisjeve në impiantin e kompostimit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"25 500,00"
b08_njoftim_per_dhenje_te_kontrates (555).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i sistemit të pompimit për furnizim me ujë në ndërtesat kolektive dhe lagje,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"19 906,26"
b08_njoftim_per_dhenje_te_kontrates (105).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizim me llaptop, projektor dhe aparate fotokopjuese për institucionet arsimore",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"74.665,00"
b08_njoftim_per_dhenje_te_kontrates (312).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe montimi i xhamave ne shkollat dhe Institucionet tjera komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (11).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Rregullimi i rrugeve ""Reshat Maliqi"", ""27 Nentori"" dhe te trafoja si dhe rregullimi i infrastruktures",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"341.901,86"
b08_njoftim_per_dhenje_te_kontrates (46).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i rrugës në Fshatin Hajkobill - Lagje Taliri,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"70.153,05"
b08_njoftim_per_dhenje_te_kontrates (742).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i rrugeve Prugovc-Leban-Barilevë-Punë shtesë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"26,402.28"
b08_njoftim_per_dhenje_te_kontrates_3 (18).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirmbajtja e e-kiosqeve dhe furnizimi me pjese rezerve dhe toner per printer-RITENDER 2,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"36,726.00"
b08_njoftim_per_dhenje_te_kontrates (257).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe instalimi i nxehjes qendrore ne objektin e stacionit Prishtina 2 te BPZ-se ne Prishtine,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"16.359,67"
b08_njoftim_per_dhenje_te_kontrates_2 (18).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe montimi me paisje për Qendrën Kulturore Kino Armata,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"147.980,00"
b08_njoftim_per_dhenje_te_kontrates (607).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i trafos elektrike për ndërtesën e Sindrom Down dhe Autizem,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"37,506.00"
b08_njoftim_per_dhenje_te_kontrates_2 (3).pdf,KUVENDI I KOMUNES SE PRISHTINES,Trajtimi I qenve endacak,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (484).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i rrugëve Ibrahim Lutfiu dhe Taip Krasniqi me Kubëza të vjetra ( Kallderm),Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"414 205,68"
b08_njoftim_per_dhenje_te_kontrates (191).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rregullimi i oborreve dhe tereneve sportive,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (117).pdf,KUVENDI I KOMUNES SE PRISHTINES,Dezinfektimi i objekteve te ndërtesave kolektive ne Komunën e Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (269).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizim,montimi dhe rregullimi i teresishem i sistemit te klimatizimit ne objektin e ri te Komunes",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"34,567.89"
b08_njoftim_per_dhenje_te_kontrates (715).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sherbime te sigurimit fizik te objekteve per rezidentet e SHPMPF-se,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"15,635.52"
b08_njoftim_per_dhenje_te_kontrates (345).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Mirëmbajtja , servisimi I pajisjeve te TI-se ,furnizimi dhe montimi me pjesë rezervë",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (46).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirëmbajtja dhe pastrimi i objektit të ri komunal dhe disa institucioneve tjera komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (11).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i Kanalizimit ""Besi - Barilevë - Lebanë - Kodra e Trimave""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"196.675,20"
b08_njoftim_per_dhenje_te_kontrates (650).pdf,KUVENDI I KOMUNES SE PRISHTINES,Hartimi i projektit të detajuar për qendrën multikulturore “Gërmia” në Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"1,600,000.00"
b08_njoftim_per_dhenje_te_kontrates (200).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndertimi i infrastruktures ne lagjet Perroi i Njelmet, Taslixhe, Qendresa Kolovicë, Emshir dhe",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"334.893,17"
b08_njoftim_per_dhenje_te_kontrates_1 (286).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Shërbime këshilluese për planifikim, promovim dhe funksionalizim të parkut industrial në Prishtinë",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"389,754.00"
b08_njoftim_per_dhenje_te_kontrates (129).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me inventar per drejtorine e prones,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"5.830,70"
b08_njoftim_per_dhenje_te_kontrates (579).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me mekanizëm bujqësor për fermer të Komunës se Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"96 880,00"
b08_njoftim_per_dhenje_te_kontrates_1 (140).pdf,KUVENDI I KOMUNES SE PRISHTINES,Punë shtesë-Ndërtimi i impiantit të kompostimit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"13 739,22"
blerja_e_paisjeve_tjera_per_shml_dr._ali_sokoli_24.07.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,Blerja e paisjeve tjera për SHML DR. Ali Sokoli,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"1,496.50"
b08_njoftim_per_dhenje_te_kontrates (596).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i disa rrugeve ne Komunen e Prishtines,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"174,538.00"
b08_njoftim_per_dhenje_te_kontrates_1 (50).pdf,KUVENDI I KOMUNES SE PRISHTINES,"""Furnizim me material shpenzues për shërbime laboratorike dhe RO- kabineti""- Lot I""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (353).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me material shpenzues laboratorik dhe mjekësor LLOT III RITENDER,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (703).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i rrugës A - (punë shtesë),Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"20,000.00"
b08_njoftim_per_dhenje_te_kontrates_1 (290).pdf,KUVENDI I KOMUNES SE PRISHTINES,Zgjerimi i rrjetit te ujesjellesit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"248,000.00"
b08_njoftim_per_dhenje_te_kontrates (216).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i njësive të Qendrave për punë Sociale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"24.500,00"
b08_njoftim_per_dhenje_te_kontrates_2 (59).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i kanalizimit në fshatrat Mramor, Bardhosh deri në Prugovc",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"163 391,24"
b08_njoftim_per_dhenje_te_kontrates (646).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"5,420.00"
mirembajtja_e_aparaturave_per_printim_kopjim_skanim_furnizimi_i_tyre_me_toner_drum_si_dhe_ngjyra_per_plotter_-_mirmbajtja_e_e-kiosqeve._ri-tender_19.08.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"19,845.00"
b52_njoftimi_per_nenshkrimin_e_kontrates (478).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me pajisje të Teknologjisë Informative,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"50 111,46"
b08_njoftim_per_dhenje_te_kontrates (580).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i parkut te banesat e Standardit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"203 690,30"
b08_njoftim_per_dhenje_te_kontrates_1 (156).pdf,KUVENDI I KOMUNES SE PRISHTINES,Punë shtesë-Ndërtimi i impiantit të kompostimit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"13 739,22"
b08_njoftim_per_dhenje_te_kontrates_1 (228).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shërbime profesionale në procesin e legalizimit të ndërtimeve pa leje,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,0.46
b08_njoftim_per_dhenje_te_kontrates (754).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i urave ne pjesën perëndimore te unazës qendrore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"3,298,455.90"
