filename,winner,description,postal address,city,country,value
b08_njoftim_per_dhenje_te_kontrates_1 (284).pdf,KUVENDI I KOMUNES SE PRISHTINES,Vendosja e kamerave ne Kryeqytet,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"412,804.63"
b08_njoftim_per_dhenje_te_kontrates (652).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i rrugës Skënderbeu-Pune shtese,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"53,512.68"
b08_njoftim_per_dhenje_te_kontrates (202).pdf,KUVENDI I KOMUNES SE PRISHTINES,Servisimi dhe mirembajtja e automjeteve te Komunes dhe te Brigades se Zjarrefiksave,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (717).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Mirëmbajtja verore e rrugëve dhe trotuareve (fshirja, larja, pastrimi i kanal. atmosferik dhe ujëmbledhësit)",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"357,197.05"
b08_njoftim_per_dhenje_te_kontrates (13).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi i bibliotekave shkollore me libra,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"37.442,25"
b08_njoftim_per_dhenje_te_kontrates_1 (44).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizimi me makineri, pajisje për bartjen e mbeturinave",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"146.600,00"
b08_njoftim_per_dhenje_te_kontrates (347).pdf,KUVENDI I KOMUNES SE PRISHTINES,„Furnizimi me material dhe paisje mbrojtese per shkolla kunder virusit Covid-19”-Ritender,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"59 890,00"
b08_njoftim_per_dhenje_te_kontrates_1 (115).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi dhe përmirësimi I infrastrukturës se objektit të QMU-së,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"206.811,10"
b08_njoftim_per_dhenje_te_kontrates (193).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ofrimi i shërbimeve të përkthimit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (469).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shërbime për arkivimin fizik të dokumentacionit zyrtar për Komunën e Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"25 000,00"
b08_njoftim_per_dhenje_te_kontrates (486).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me artikuj ushqimor per punetoret e Komunes se Prishtines,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"115 940,00"
b08_njoftim_per_dhenje_te_kontrates_2 (1).pdf,KUVENDI I KOMUNES SE PRISHTINES,Blerja e baterive për kërkim-shpëtimi për stafin operativ të BPZ-së Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"27.542,50"
b08_njoftim_per_dhenje_te_kontrates (255).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me pajisje teknologjike per nevojat e Komunës së Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"21.693,00"
b08_njoftim_per_dhenje_te_kontrates (605).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i rrugëve LLOT I-Sanimi dhe asfaltimi i rrugës Viti Bullaj, LLOT II-Ndërtimi i rrugës që",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"397,834.43"
b08_njoftim_per_dhenje_te_kontrates (44).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi i shkollave me rekuizita sportive,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"73.480,00"
b08_njoftim_per_dhenje_te_kontrates_1 (13).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i rrugëve ne Makovc-lagja Balaj dhe Grashticë e Epërme lagja Musaj, Rexhaj dhe Obzovik",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"207.000,00"
b08_njoftim_per_dhenje_te_kontrates (310).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me material higjienik për institucionet arsimore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (740).pdf,KUVENDI I KOMUNES SE PRISHTINES,Punë shtese -Rikonstruimi i rrugeëve Qemal Stafa dhe Ismet Krasniqi,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"30,326.00"
b08_njoftim_per_dhenje_te_kontrates (557).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe mirëmbajtja e aparatit memografik,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"99 600,00"
b08_njoftim_per_dhenje_te_kontrates (107).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me material pedagogjik -Libri shkollor,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (804).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i institucioneve edukativo arsimore-Byfejat,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"849,306.96"
32_furnizim_me_material_higjienik_dhe_leter_higjenike_per_shpmp-ne_08.05.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,32 Furnizim me material higjienik dhe letër higjenike për SHPMP-në,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"17,227.90"
b08_njoftim_per_dhenje_te_kontrates_1 (181).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me kostume tradicionale per Qendren kulturore te femijeve,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"6 887,00"
renovimi_i_objektit_te_komunees_se_prishtines_dhe_objektet_tjera_percjellese_komunale_21.05.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i Objektit të Komuneës së Prishtinës dhe objektet tjera përcjellëse komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,343.19
b08_njoftim_per_dhenje_te_kontrates (412).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i shkollës së mesme 7 Shtatori,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"1 170 119,42"
b08_njoftim_per_dhenje_te_kontrates_1 (247).pdf,KUVENDI I KOMUNES SE PRISHTINES,Konsulencë për themelimin e Shërbimit të Arkitektit të Kryeqytetit për nevojat e Komunës së Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"394,984.55"
b08_njoftim_per_dhenje_te_kontrates (691).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndërtimi i tri mbikalimeve të përkohëshme në Aktash, Lakërishtë dhe Arbëri",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"428,216.30"
b08_njoftim_per_dhenje_te_kontrates_1 (68).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i infrastrukturës në disa rrugë të fshatit Hajvali dhe të fshatit Mramor në Prishtinë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"533.535,98"
b08_njoftim_per_dhenje_te_kontrates_2 (61).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shërbime për konsulencë për angazhim të 10 ekspertëve për menaxhim të projekteve për nevojat e,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"32 400,00"
b08_njoftim_per_dhenje_te_kontrates_1 (87).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndertimi i infrastruktures ne lagjet Perroi i Njelmet, Taslixhe, Qendresa Kolovicë, Emshir dhe",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"334.893,17"
b08_njoftim_per_dhenje_te_kontrates (384).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ndertimi i parqeve rekreativo-sportive, renovimi I Kompleksit Qafa - pune te paparapara",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"5 460,50"
b08_njoftim_per_dhenje_te_kontrates_1 (302).pdf,KUVENDI I KOMUNES SE PRISHTINES,"77 Renovime per Qendra te ndryshme Sociale ne lagjet Kodra e Trimave, Tophane , Qafa, Aktash,",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"13,197.06"
86_asistenca_per_rastet_emergjente_per_kategorite_ne_nevoja_sociale_24.04.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,86 Asistenca për rastet emergjente për kategoritë në nevoja sociale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,19.66
b08_njoftim_per_dhenje_te_kontrates (853).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me material pedagogjik - Lot 2,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"18,504.00"
ndertimi_i_urave_ne_pjesen_perendimore_te_unazes_qendrore_-_pune_shtese_nga_kontrata_baze_23.07.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i urave ne pjesen perendimore te unazes qendrore - pune shtese nga kontrata baze,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"197,763.53"
b08_njoftim_per_dhenje_te_kontrates (150).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i disa rrugëve në Lagjen Sofali krah të rrugës Trepça dhe disa rrugëve në Lagjen Kodra e,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"314.999,38"
b08_njoftim_per_dhenje_te_kontrates (500).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me lende djegese pelet per shkollat fillore dhe te mesme te Komunes se Prishtines si dhe per institucionet tjera komunale dhe per qerdhet me baze ne komunitet,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"52 000,00"
sherbime_te_sigurimit_fizik_per_shtepine_e_te_moshuareve_dhe_pa_perkujdesje_familjare_12.06.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,Shërbime të Sigurimit Fizik për Shtëpinë e të Moshuarëve dhe pa Përkujdesje Familjare,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"18,270.72"
b08_njoftim_per_dhenje_te_kontrates (445).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim emergjent me insulina per nevojat e QKMF,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"55 590,00"
b08_njoftim_per_dhenje_te_kontrates_1 (139).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i Lapidarit në Prapashticë për dëshmorët e vitit 1921,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"167 358,14"
b08_njoftim_per_dhenje_te_kontrates (296).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me pajisje mjekesore mrojtese per punetoret shendetesor te QKMF dhe QMU,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (68).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Mirëmbajtja, furnizimi dhe rregullimi i 16 (gjashtëmbëdhjetë) pikave të sistemit të alarmit publik",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (210).pdf,KUVENDI I KOMUNES SE PRISHTINES,Servisimi dhe mirëmbajtja e automjeteve te Komunës dhe te Brigadës se Zjarrfikëseve,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"273 227,75"
b08_njoftim_per_dhenje_te_kontrates (87).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizimi me material elektrik,material hidrosanitar,material te bravarise ,vegla dhe rroba pune per",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (629).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Hartimi i projektit kryesore të rrugës A për segmentin 2 , me fillim nga profili1+075m'të segmentit1",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"34,843.00"
b08_njoftim_per_dhenje_te_kontrates_2 (36).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Furnizimi,prodhimi dhe vendosja e numrave të adresave në Komunën e Prishtinës-Ritender",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (783).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"146,171.00"
b08_njoftim_per_dhenje_te_kontrates (279).pdf,KUVENDI I KOMUNES SE PRISHTINES,DDD i institucioneve arsimore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (516).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnzim me material didaktik,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"48 422,85"
b08_njoftim_per_dhenje_te_kontrates (146).pdf,KUVENDI I KOMUNES SE PRISHTINES,Transporti i nxënësve dhe arsimtarëve - Lot 21,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (845).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ritender - DEKORIMET VERORE, DIMËRORE DHE SHËNIMI I DATAVE ME RËNDËSI",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"79,920.00"
b08_njoftim_per_dhenje_te_kontrates (453).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mjete pune profesionale për zyrtarët e mbikqyrjes së projekteve kapitale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"23 649,00"
b08_njoftim_per_dhenje_te_kontrates_1 (206).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i parkut linear te lagjja e Spitalit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"215 667,10"
b08_njoftim_per_dhenje_te_kontrates_1 (29).pdf,KUVENDI I KOMUNES SE PRISHTINES,"""Rregullimi i vendeve të kontejnerve në zonën urbane të qytetit""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"101.208,95"
b08_njoftim_per_dhenje_te_kontrates (280).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Pastrimi i Shkollave fillore Gjergj Fishta, Ismail Qemaili , Asim Vokshi , Dardani , Naim Frasheri, Pjeter Bogdani , Shkolla e Gjelber dhe Mehmet Xhevori",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_2 (20).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i rruges Elez Berisha te qendra tregtare Avori,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"80.506,30"
b08_njoftim_per_dhenje_te_kontrates (795).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Sherbimet e perfaqesimit ,avokatures dhe procedurave te ndermjetesimit",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,456.71
b08_njoftim_per_dhenje_te_kontrates (91).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Vaksionimi i gjedheve, kafshëve te imëta dhe qenve shtëpiak",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"28.750,00"
b08_njoftim_per_dhenje_te_kontrates_3 (20).pdf,KUVENDI I KOMUNES SE PRISHTINES,Master plani per rigjenerimin e lagjes Kolovica- Ritender,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"169,000.00"
b08_njoftim_per_dhenje_te_kontrates_1 (197).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i rrugës Malo Gami dhe rikonstruimi i rrugës Viti Bullaj Marec,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"236 589,22"
b08_njoftim_per_dhenje_te_kontrates (812).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Dezinfektimi, Dezinsektimi dhe deratizimi i institucioneve edukativo-arsimore",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"59,865.52"
renovimi_i_rrjetit_te_ujesjellesit_kanalizimit_ne_nyjet_sanitare_ne_ieaa_dhe_objekte_tjera_komunale_26.02.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"88,766.24"
b08_njoftim_per_dhenje_te_kontrates (111).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shpimi i puseve dhe ndertimi i sistemit të ujitjes për gjelbrim,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (541).pdf,KUVENDI I KOMUNES SE PRISHTINES,Transporti i nxënësve dhe arsimtarëve Prishtinë - Slivovë -Llajshec dhe anasjelltas,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"12 834,00"
b08_njoftim_per_dhenje_te_kontrates (404).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim emergjent me teste serologjike per SARS-COVID-19,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"59 500,00"
b08_njoftim_per_dhenje_te_kontrates_1 (178).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i shtëpisë së djegur në Lebanë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"8 350,00"
b08_njoftim_per_dhenje_te_kontrates_2 (98).pdf,KUVENDI I KOMUNES SE PRISHTINES,20 Furnizimi me pajisje te teknologjise informative,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"44,621.57"
b08_njoftim_per_dhenje_te_kontrates (29).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"311.853,00"
b08_njoftim_per_dhenje_te_kontrates (687).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rikonstruimi i rruges Ilir Konushevci dhe ndertimi i rruges Deshmoret e Ponoshecit dhe Sylejman Vuciterna,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"255,048.00"
b08_njoftim_per_dhenje_te_kontrates_1 (251).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Rregullimi i oborreve, trotuareve dhe shkalleve te Institucioneve te KPSH-se",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"3,353.20"
b08_njoftim_per_dhenje_te_kontrates_1 (314).pdf,KUVENDI I KOMUNES SE PRISHTINES,142 Furnizimi me pajisje per te lenduarit ne AKRR (Aksidente),Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9,948.00"
b08_njoftim_per_dhenje_te_kontrates (392).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Ofrimi i sherbimeve per organizime dhe manifestime kulturore, rinore dhe sportive",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (91).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirmbajtja dhe servisimi i paijeve mjeksore lloto 3-Ritender,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates (668).pdf,KUVENDI I KOMUNES SE PRISHTINES,Vazhdimi i punimeve në shkollën fillore Nëna Terezë -RITENDER,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"412,240.78"
b08_njoftim_per_dhenje_te_kontrates_2 (77).pdf,KUVENDI I KOMUNES SE PRISHTINES,Mirëmbajtja e rrjetit të ujësjellsit dhe kanalizimit në IEAA,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"24,170.00"
b08_njoftim_per_dhenje_te_kontrates (238).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rikonstruimi i rrugës Hasan Remniku-Punë shtesë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"14.123,40"
b08_njoftim_per_dhenje_te_kontrates_1 (226).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rikonstruimi dhe mirmbajtja e e Institucioneve Arsimore,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"158,814.76"
b08_njoftim_per_dhenje_te_kontrates (189).pdf,KUVENDI I KOMUNES SE PRISHTINES,Pastrimi i objektit te komunes se Prishtines dhe Institucioneve tjera komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9.479,67"
b08_njoftim_per_dhenje_te_kontrates (473).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me paisje për kabinete në shkolla,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"11 835,00"
b08_njoftim_per_dhenje_te_kontrates (536).pdf,KUVENDI I KOMUNES SE PRISHTINES,Digjitalizimi i sherbimeve dhe proceseve te punes,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"44 830,00"
b08_njoftim_per_dhenje_te_kontrates (166).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me qumshte per nxenesit e shkollave - neveli I ulet nga klasa e pare deri ne te pesten,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
36._furnizimi_me_invertar_teknik_e_bardhe_dhe_kondicionerklima_shpmpf_23.04.2025.pdf,KUVENDI I KOMUNES SE PRISHTINES,"36. Furnizimi me invertar, teknik e bardhë dhe kondicioner(klima) SHPMPF",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"5,175.00"
b08_njoftim_per_dhenje_te_kontrates (865).pdf,KUVENDI I KOMUNES SE PRISHTINES,Hostimi dhe mirëmbajtja e web faqes Prishtina-Online,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"2,400.00"
b08_njoftim_per_dhenje_te_kontrates_1 (334).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i rrugeve ne fshatin Mramor - pune shtese,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9,820.00"
b08_njoftim_per_dhenje_te_kontrates (648).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndërtimi i disa rrugëve në Komunë të Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"326,816.51"
b08_njoftim_per_dhenje_te_kontrates_2 (57).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me Inventarizim i pushimorës për të moshuarit në Istog,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"57 111,00"
b08_njoftim_per_dhenje_te_kontrates (218).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me dru,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (271).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i mbikalimit tek stacioni i trenit,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"548,845.09"
b08_njoftim_per_dhenje_te_kontrates (424).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi dhe montimi I xhamave ne shkollat dhe institucionet tjera komunale,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"86 625,00"
b08_njoftim_per_dhenje_te_kontrates_1 (158).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi i Shkollave Gjin Gazulli dhe Ahmet Gashi,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"68 296,63"
b08_njoftim_per_dhenje_te_kontrates (832).pdf,KUVENDI I KOMUNES SE PRISHTINES,Shtrirja e Sistemit të Ujitjes në Parqet dhe Hapësirat Publike në Komunën e Prishtinës.,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,713.77
b08_njoftim_per_dhenje_te_kontrates (131).pdf,KUVENDI I KOMUNES SE PRISHTINES,"""Organizimi i panairit ""Blej shqip 2018""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"6.777,00"
b08_njoftim_per_dhenje_te_kontrates (561).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ndertimi i rrugeve ne Shkabaj Alush Hoti dhe Hazir Haxholli,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"246 937,05"
b08_njoftim_per_dhenje_te_kontrates_2 (41).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Vendosja , rregullimi dhe riparimi i ashensorëve",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (288).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me material higjienik- RITENDER,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"9,171.10"
b08_njoftim_per_dhenje_te_kontrates_1 (322).pdf,KUVENDI I KOMUNES SE PRISHTINES,94 Furnizimi dhe montimi i serrave-Ritender,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"451,800.00"
b08_njoftim_per_dhenje_te_kontrates_1 (267).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"128,400.50"
b08_njoftim_per_dhenje_te_kontrates_1 (48).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"378.558,58"
b08_njoftim_per_dhenje_te_kontrates (432).pdf,KUVENDI I KOMUNES SE PRISHTINES,LLOT II-Rekonstruimi i rrugëve dhe parkingjeve në lagjen Bregu i diellit -punë shtesë,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"22 199,10"
b08_njoftim_per_dhenje_te_kontrates (598).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"198,850.00"
b08_njoftim_per_dhenje_te_kontrates (577).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizim me senzor akustik për matjen e zhurmës në qytet,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"178 750,00"
b08_njoftim_per_dhenje_te_kontrates (127).pdf,KUVENDI I KOMUNES SE PRISHTINES,"Rikonstruimi i rrugeve ""Holgen Petersen"" dhe ""Ulëza""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"153.598,30"
b08_njoftim_per_dhenje_te_kontrates (824).pdf,KUVENDI I KOMUNES SE PRISHTINES,,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"398,150.00"
b08_njoftim_per_dhenje_te_kontrates_3 (16).pdf,KUVENDI I KOMUNES SE PRISHTINES,Renovimi dhe mirëmbajtja e qëndrimeve ditore për të moshuar,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"13,773.50"
b08_njoftim_per_dhenje_te_kontrates (609).pdf,KUVENDI I KOMUNES SE PRISHTINES,Ritender Ndërtimi i disa rrugëve në Komunën e Prishtinës,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"194,269.18"
b08_njoftim_per_dhenje_te_kontrates_2 (16).pdf,KUVENDI I KOMUNES SE PRISHTINES,Furnizimi me pajisje mjekësore për QKMF dhe QMU,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"8.850,00"
b08_njoftim_per_dhenje_te_kontrates (259).pdf,KUVENDI I KOMUNES SE PRISHTINES,Rrenimi i objekteve te ndertuara pa leje – procedure emergjente,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"31.480,00"
b08_njoftim_per_dhenje_te_kontrates (48).pdf,KUVENDI I KOMUNES SE PRISHTINES,""" Sinjalizimi horizontal dhe vertikal i rrugeve dhe vendbanimeve""",Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,
b08_njoftim_per_dhenje_te_kontrates_1 (230).pdf,KUVENDI I KOMUNES SE PRISHTINES,Sherbime teknike-Furnizim me tepisona RITENDER,Adresa Postare: TREPQES NR.2,PRISHTINË,Kosovë,"8,200.00"
